News_Headline,Link_Of_News,Source,Stated_On,Date,Label
"""Chicago now has the highest employment in the private sector in the history of the city.""",https://www.politifact.com/factchecks/2018/jan/22/rahm-emanuel/chicagos-private-sector-employment-really-highest-/,Rahm Emanuel," January 9, 20"," January 22, 2018",FALSE
"Under ""his own legislation,"" Donald Trump's ""own family would not have been allowed into the country.""",https://www.politifact.com/factchecks/2018/jan/19/randy-bryce/would-trump-bill-have-kept-his-grandfather-and-mel/,Randy Bryce," January 10, 2"," January 19, 2018",half-true
"""In American history since 9/11, we've had 85 major attacks in our country, 73 percent of them have been by white nationalist hate groups.""",https://www.politifact.com/factchecks/2018/jan/18/cory-booker/fact-checking-cory-bookers-statistic-attacks-white/,Cory Booker," January 16, 2"," January 18, 2018",half-true
"""Chrysler is leaving Mexico and moving back to Michigan.""",https://www.politifact.com/factchecks/2018/jan/18/donald-trump/trump-said-chrysler-leaving-mexico-it-isnt/,Donald Trump," January 16, 2"," January 18, 2018",half-true
"In a government shutdown, ""what they are really doing is shutting down our military.""",https://www.politifact.com/factchecks/2018/jan/17/donald-trump/would-military-shut-down-if-federal-government-doe/,Donald Trump," January 12, 2"," January 17, 2018",barely-true
"California is 41st in the nation in per pupil K-12 spending, but ""No. 1 in per prisoner"" spending.",https://www.politifact.com/factchecks/2018/jan/17/delaine-eastin/does-california-rank-41st-student-spending-no-1-pr/,Delaine Eastin," January 13, 2"," January 17, 2018",mostly-true
"""Fifty percent of our new"" Texas ""teachers don’t have college degrees.""",https://www.politifact.com/factchecks/2018/jan/17/andrew-white/andrew-white-says-half-new-teachers-lack-degrees-c/,Andrew White," January 11, 2"," January 17, 2018",FALSE
"""A case before Washington’s Supreme Court seeks to effectively end public labor unions.""",https://www.politifact.com/factchecks/2018/jan/17/andrew-cuomo/unions-would-suffer-not-end-because-supreme-court-/,Andrew Cuomo," January 3, 20"," January 17, 2018",FALSE
"""Of all the 62 counties in New York state, all of them, unemployment is going up except for the five counties of New York City.""",https://www.politifact.com/factchecks/2018/jan/17/edward-cox/unemployment-inching-almost-every-county-outside-n/,Edward Cox," January 9, 20"," January 17, 2018",mostly-true
"""The graduation rate in New York City has increased by 50 percent in 13 years""",https://www.politifact.com/factchecks/2018/jan/17/bill-de-blasio/how-much-has-graduation-rate-increased-nyc-start-m/,Bill de Blasio," January 3, 20"," January 17, 2018",TRUE
"""First indictment issued in Russian bribery case tied to Obama-era Uranium One deal.""",https://www.politifact.com/factchecks/2018/jan/17/republican-news/no-uranium-one-investigation-has-not-led-indictmen/,Republican News," January 13, 2"," January 17, 2018",FALSE
"Conservative groups have spent $5 million ""against"" Tammy Baldwin -- five times more than against all other Democratic U.S. Senate incumbents up for election in 2018 combined.",https://www.politifact.com/factchecks/2018/jan/17/martha-laning/millions-more-spent-defeat-tammy-baldwin-all-other/,Martha Laning," January 5, 20"," January 17, 2018",mostly-true
"The Republicans and President Donald Trump ""passed a tax bill that gave 80 percent of its benefits to the top 1 percent.""",https://www.politifact.com/factchecks/2018/jan/16/democratic-national-committee/dnc-offers-one-sided-view-who-gets-tax-bills-benef/,Democratic National Committee," January 16, 2"," January 16, 2018",half-true
"""In Trump’s first year as president, job growth slowed to a six-year low.""",https://www.politifact.com/factchecks/2018/jan/16/democratic-national-committee/dnc-strains-find-problems-current-job-market/,Democratic National Committee," January 16, 2"," January 16, 2018",half-true
"""Oprah tells Fox News host ‘all white people have to die.’""",https://www.politifact.com/factchecks/2018/jan/16/americannewscom/oprahs-comments-about-race-2013-bbc-interview-dist/,AmericanNews.com," October 12, 2"," January 16, 2018",FALSE
"""The Legionella bacteria is in most water systems in Illinois.""",https://www.politifact.com/factchecks/2018/jan/16/bruce-rauner/rauner-says-legionella-bacteria-most-water-systems/,Bruce Rauner," January 3, 20"," January 16, 2018",half-true
"""Almost half of all vehicles stolen in Texas each year had keys left inside.""",https://www.politifact.com/factchecks/2018/jan/12/robert-chody/nearly-half-texas-vehicle-thefts-keys-left-inside-/,Robert Chody," December 27, "," January 12, 2018",FALSE
"Says the Obama administration ""sold perhaps the best located and finest embassy in London ... only to build a new one in an off location for 1.2 billion dollars.""",https://www.politifact.com/factchecks/2018/jan/12/donald-trump/trump-wrongly-faults-obama-london-embassy-move/,Donald Trump," January 11, 2"," January 12, 2018",barely-true
"""Atlanta is on its strongest financial footing in 40 years.""",https://www.politifact.com/factchecks/2018/jan/12/keisha-lance-bottoms/atlantas-finances-best-40-years/,Keisha Lance Bottoms," January 2, 20"," January 12, 2018",mostly-true
"""In Congress, @RonDeSantisFL was the DECIDING vote AGAINST our state's right to protect Florida waters from drilling.""",https://www.politifact.com/factchecks/2018/jan/12/gwen-graham/did-ron-desantis-cast-deciding-vote-against-legisl/,Gwen Graham," January 4, 20"," January 12, 2018",half-true
"In 2011 under Scott Walker, Wisconsin for the first time spent ""more on our prison system than we did"" on the University of Wisconsin System.",https://www.politifact.com/factchecks/2018/jan/12/kelda-helen-roys/ahead-2018-election-gov-scott-walker-attacked-spen/,Kelda Helen Roys," December 11, "," January 12, 2018",mostly-true
"The White House staff risks violating federal ethics rules if they participate in Donald Trump’s ""fake news awards.""",https://www.politifact.com/factchecks/2018/jan/11/norm-eisen/donald-trumps-fake-news-awards-could-land-white-ho/,Norm Eisen," January 7, 20"," January 11, 2018",TRUE
"""A ‘gerrymander’ is by definition and common understanding, a strange looking ‘monster’ drawing. This map is clearly not that.""",https://www.politifact.com/factchecks/2018/jan/10/robin-hayes/nc-gop-gerrymander-strange-looking-monster-drawing/,Robin Hayes," January 10, 2"," January 10, 2018",barely-true
On expanding offshore oil drilling,https://www.politifact.com/factchecks/2018/jan/10/rick-scott/gov-rick-scotts-full-flop-oil-drilling/,Rick Scott," January 9, 20"," January 10, 2018",full-flop
On requiring young people to perform national service.,https://www.politifact.com/factchecks/2018/jan/10/beto-orourke/beto-orourke-flip-flops-requiring-public-service-y/,Beto O'Rourke," January 8, 20"," January 10, 2018",full-flop
"Says a ""recent analysis"" showed that 91 percent of Deferred Action for Childhood Arrivals (DACA) recipients are employed, in school or serving in the military.",https://www.politifact.com/factchecks/2018/jan/10/julian-castro/julian-castro-daca-recipients-employed-school-mili/,Julián Castro," October 29, 2"," January 10, 2018",mostly-true
"""Come February (2018), Americans will see their paychecks grow at the tune of saving $1,000 or more a year.""",https://www.politifact.com/factchecks/2018/jan/10/kayleigh-mcenany/does-newly-signed-republican-tax-reform-law-mean-1/,Kayleigh McEnany," December 27, "," January 10, 2018",half-true
"When President Barack Obama ""signed the executive order (on DACA, he) actually said he doesn't have the right to do this.""",https://www.politifact.com/factchecks/2018/jan/09/donald-trump/obama-hedged-didnt-say-he-lacked-legal-right-daca/,Donald Trump," January 9, 20"," January 9, 2018",barely-true
"""Seventy four percent of Californians are absolutely against sanctuary state"" policies.",https://www.politifact.com/factchecks/2018/jan/09/travis-allen/no-californians-do-not-overwhelmingly-oppose-sanct/,Travis Allen," January 2, 20"," January 9, 2018",FALSE
"Democratic lawmakers who voted in favor of short-term spending bills ""just voted to deport Dreamers.""",https://www.politifact.com/factchecks/2018/jan/09/credo-action/did-democrats-vote-deport-dreamers/,Credo Action," December 21, "," January 9, 2018",FALSE
"""Hollywood celebs: We will go on ‘total strike’ if Trump does not resign.""",https://www.politifact.com/factchecks/2018/jan/09/Nourtey/hollywood-celebs-didnt-announce-strike-if-trump-wo/,Nourtey," December 30, "," January 9, 2018",FALSE
"""Queen Elizabeth removes Obamas from royal wedding guest list.""",https://www.politifact.com/factchecks/2018/jan/08/american-today/no-proof-queen-elizabeth-removed-obamas-prince-har/,America Today," December 10, "," January 8, 2018",pants-fire
"The Dow Jones Industrial Average ""jumped 1000 points in last 5 weeks, Record fastest 1000 point move in history.""",https://www.politifact.com/factchecks/2018/jan/08/donald-trump/donald-trump-right-dow-jones-had-its-fastest-ever-/,Donald Trump," January 5, 20"," January 8, 2018",TRUE
"""Delta Force raids Obama stronghold in Thailand.""",https://www.politifact.com/factchecks/2018/jan/08/someonesbones/fake-news-military-raided-obamas-compound-thailand/,Someonesbones," December 27, "," January 8, 2018",pants-fire
"""African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!""",https://www.politifact.com/factchecks/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/,Donald Trump," January 8, 20"," January 8, 2018",mostly-true
"""I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book.""",https://www.politifact.com/factchecks/2018/jan/05/donald-trump/did-author-michael-wolff-have-access-white-house/,Donald Trump," January 4, 20"," January 5, 2018",FALSE
"""White House staff compiled a number of gorilla documentaries into a makeshift gorilla channel"" for President Donald Trump.",https://www.politifact.com/factchecks/2018/jan/05/tweets/gorilla-channel-trump-satire-tweet-fools-1000s/,Tweets," January 4, 20"," January 5, 2018",pants-fire
"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier.""",https://www.politifact.com/factchecks/2018/jan/05/elizabeth-foley/taking-closer-look-steele-dossier-and-carter-pages/,Elizabeth Foley," January 2, 20"," January 5, 2018",barely-true
"""Every taxpayer, their taxes are going down, except rich people in Manhattan and San Francisco. Some of them, their taxes may go up.""",https://www.politifact.com/factchecks/2018/jan/05/ted-cruz/ted-cruz-everyone-tax-cuts-but-manhattan-francisco/,Ted Cruz," December 19, "," January 5, 2018",half-true
"""New York state spends more than $8 billion in taxpayer money each year on job-creation programs - more than the combined total of the next three largest states""",https://www.politifact.com/factchecks/2018/jan/05/brian-kolb/does-ny-spend-more-create-jobs-any-other-state/,Brian Kolb," December 9, 2"," January 5, 2018",half-true
"""Mostly Democrat states refused to hand over data"" that could show election fraud.",https://www.politifact.com/factchecks/2018/jan/05/donald-trump/trump-blames-democratic-states-providing-voter-d/,Donald Trump," January 4, 20"," January 5, 2018",half-true
"""Breaking: FBI just raided the White House, 6 people thrown out.""",https://www.politifact.com/factchecks/2018/jan/05/new-century-times/white-house-staffers-removed-job-subject-false/,New Century Times," December 30, "," January 5, 2018",FALSE
"""Trump: police officers and firefighters make too much money…hits them with tax penalty.""",https://www.politifact.com/factchecks/2018/jan/05/bluedot-daily/headline-misleads-about-president-trump-and-tax-de/,Bluedot Daily," December 26, "," January 5, 2018",FALSE
On rescinding Obama-era marijuana enforcement guidelines.,https://www.politifact.com/factchecks/2018/jan/05/jeff-sessions/did-attorney-general-sessions-reverse-course-enfor/,Jeff Sessions," January 4, 20"," January 5, 2018",no-flip
"Says Hillary Clinton once said ""the average Democrat voter is just plain stupid, they’re easy to manipulate.""",https://www.politifact.com/factchecks/2018/jan/05/david-clarke-jr/despite-david-clarkes-tweet-no-evidence-hillary-cl/,David A. Clarke Jr.," December 30, "," January 5, 2018",pants-fire
"There is ""substantial evidence of voter fraud.""",https://www.politifact.com/factchecks/2018/jan/04/donald-trump/donald-trump-says-theres-substantial-evidence-vote/,Donald Trump," January 3, 20"," January 4, 2018",FALSE
"Says Sandra Bullock said to Hillary Clinton, ""If you don’t like our president you can leave and never come back again.""",https://www.politifact.com/factchecks/2018/jan/04/flash-24-daily/no-sandra-bullock-didnt-disparage-hillary-clinton/,Flash 24 Daily," December 25, "," January 4, 2018",pants-fire
"""Death penalty opponents like Roy Cooper and Josh Stein have imposed a de-facto moratorium on capital punishment.""",https://www.politifact.com/factchecks/2018/jan/03/phil-berger/top-nc-republican-accuses-democratic-governor-halt/,Phil Berger," December 8, 2"," January 3, 2018",barely-true
"The new tax law is ""kicking the American economy into high gear with $5.5 trillion in tax cuts.""",https://www.politifact.com/factchecks/2018/jan/03/donald-trump/white-house-misleading-citing-only-cuts-not-hikes-/,Donald Trump," January 2, 20"," January 3, 2018",barely-true
"The Senate seat won in a special election by a Democrat had been ""held for more than thirty years by Republicans.""",https://www.politifact.com/factchecks/2018/jan/03/donald-trump/donald-trump-wrong-about-length-time-gop-held-alab/,Donald Trump," January 3, 20"," January 3, 2018",FALSE
"""Trump vows to end winter heating assistance for elderly and disabled.""",https://www.politifact.com/factchecks/2018/jan/03/democrats-rising/headline-misleads-about-trumps-budget-proposal-and/,Democrats Rising," November 26, "," January 3, 2018",barely-true
"Says Shaquille O’Neal said Donald Trump ""is possibly the best president.""",https://www.politifact.com/factchecks/2018/jan/03/pro-conservative-news/no-shaq-didnt-declare-trump-best-president/,Pro Conservative News," December 10, "," January 3, 2018",pants-fire
"In Milwaukee, ""murder is up an astonishing 57 percent.""",https://www.politifact.com/factchecks/2018/jan/03/jeff-sessions/milwaukee-murders-are-coming-down-peak-theyre-not-/,Jeff Sessions," December 18, "," January 3, 2018",barely-true
"""Police discover meth lab in back room of Alabama Walmart.""",https://www.politifact.com/factchecks/2018/jan/02/ufconly/fake-news-walmart-employees-operating-meth-lab-sto/,Ufconly," December 10, "," January 2, 2018",pants-fire
"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.",https://www.politifact.com/factchecks/2018/jan/02/donald-trump/trumps-false-claim-dianne-feinstein-said-there-no-/,Donald Trump," December 28, "," January 2, 2018",FALSE
"""World’s most popular candy to be removed from shelves by December 2017.""",https://www.politifact.com/factchecks/2018/jan/02/musclecarusainfo/no-reeses-peanut-butter-cups-were-not-removed-shel/,Musclecarusa.info," December 18, "," January 2, 2018",pants-fire
"""Pier 39 terrorist was an anti-Trump antifa supporter.""",https://www.politifact.com/factchecks/2017/dec/29/infowars/suspect-san-francisco-pier-christmas-plot-was-anti/,Infowars," December 23, "," December 29, 2017",half-true
"""(Fritz) Kaegi managed a fund that invested nearly $30 million in private prisons.""",https://www.politifact.com/factchecks/2017/dec/29/joe-berrios/joe-berrios-reaches-too-far-attack-fritz-kaegi/,Joe Berrios," December 11, "," December 29, 2017",barely-true
"""We have signed more legislation than anybody. We broke the record of Harry Truman.""",https://www.politifact.com/factchecks/2017/dec/29/donald-trump/has-donald-trump-signed-more-bills-anyone-no/,Donald Trump," December 27, "," December 29, 2017",FALSE
"""Breaking: Sasha Obama just crashed her expensive new car into a lake.""",https://www.politifact.com/factchecks/2017/dec/28/defense-usasite/fake-news-sasha-obama-crashed-bugatti-lake/,defense-usa.site," December 21, "," December 28, 2017",pants-fire
"""Julia Roberts claims ‘Michelle Obama isn’t fit to clean Melania’s toilet’ """,https://www.politifact.com/factchecks/2017/dec/28/usa-daily-portal/fake-news-julia/,USA Daily Portal," December 14, "," December 28, 2017",pants-fire
"After enactment of the Republican tax bill, ""school teachers can no longer deduct the cost of their classroom supplies on their taxes.""",https://www.politifact.com/factchecks/2017/dec/27/jenna-fischer/jenna-fischer-office-tweets-outdated-info-teacher-/,Jenna Fischer," December 23, "," December 27, 2017",FALSE
"""Roy Moore takes the military vote, pulls ahead by 5,000 votes""",https://www.politifact.com/factchecks/2017/dec/27/defense-usa/no-roy-moore-wont-win-alabama-race-military-ballot/,defense-usa," December 15, "," December 27, 2017",pants-fire
"""We've seen funding increases for schools. We haven't seen a corresponding performance increase.""",https://www.politifact.com/factchecks/2017/dec/26/parker-briden/governors-spokesman-fudges-education-funding-perfo/,Parker Briden," November 13, "," December 26, 2017",barely-true
"""The average life expectancy for African Americans in Saint Louis and Saint Louis County varies by as much as 18 years compared to the white population, with nearly half of all African-American kids under the age of 18 living in poverty.""",https://www.politifact.com/factchecks/2017/dec/25/cora-faith-walker/Cora-Faith-Walker-mostly-right-on-life-expectancy/,Cora Faith Walker," November 9, 2"," December 24, 2017",mostly-true
"""Check out the record of #jobs created by #TaxCuts 7.8 million new jobs after Bush’s 2003 tax cuts 12 million new jobs after Kennedy's 1964 tax cuts 14.8 MILLION new jobs after Ronald Reagan’s tax cuts in 1981.""",https://www.politifact.com/factchecks/2017/dec/24/jason-smith/no-solid-evidence-tax-cuts-created-jobs/,Jason Smith," November 13, "," December 24, 2017",barely-true
"""Fentanyl is now killing more Americans than heroin or any other opioid.""",https://www.politifact.com/factchecks/2017/dec/22/claire-mccaskill/mccaskill-overreaches-fentanyl-figures/,Claire McCaskill," November 22, "," December 22, 2017",half-true
"""The truth is this tax [plan] raises middle-class taxes.""",https://www.politifact.com/factchecks/2017/dec/22/kirsten-gillibrand/will-republican-tax-law-raise-middle-class-taxes/,Kirsten Gillibrand," December 15, "," December 22, 2017",half-true
"Wisconsin's state court agency ""basically"" has rented the same office space across from the Capitol ""since 1974.""",https://www.politifact.com/factchecks/2017/dec/22/matt-adamczyk/one-wisconsin-state-agency-has-rented-space-same-b/,Matt Adamczyk," December 15, "," December 22, 2017",mostly-true
Says Texas Department of Public Safety numbers show that 1.6 percent of crime is committed by unauthorized immigrants.,https://www.politifact.com/factchecks/2017/dec/22/lupe-valdez/lupe-valdez-says-unauthorized-immigrants-account-1/,Lupe Valdez," July 31, 2017"," December 21, 2017",half-true
Says the Texas General Land Office led by George P. Bush has repaired just two homes since Hurricane Harvey.,https://www.politifact.com/factchecks/2017/dec/21/jerry-patterson/charge-george-p-bush-led-agency-has-repaired-two-h/,Jerry Patterson," December 8, 2"," December 21, 2017",mostly-true
"In April, ""the vast majority will be (filling out their taxes) on a single postcard.""",https://www.politifact.com/factchecks/2017/dec/21/ivanka-trump/ivanka-trump-wrong-april-vast-majority-will-be-fil/,Ivanka Trump," December 21, "," December 21, 2017",FALSE
"On the Republican tax plan: ""Unfortunately, the wealthy are, again, not going to do well in this bill""",https://www.politifact.com/factchecks/2017/dec/21/claudia-tenney/wealthy-would-do-well-under-tax-plan-contrary-tenn/,Claudia Tenney," December 3, 2"," December 21, 2017",barely-true
"""We essentially repealed Obamacare because we got rid of the individual mandate ... and that was a primary source of funding of Obamacare.""",https://www.politifact.com/factchecks/2017/dec/21/donald-trump/trump-wrongly-says-end-mandate-essentially-obamaca/,Donald Trump," December 20, "," December 21, 2017",FALSE
"Says of the diversity visa lottery program, ""they give us their worst people, they put them in a bin,"" and ""the worst of the worst"" are selected.",https://www.politifact.com/factchecks/2017/dec/20/donald-trump/pick-them-bin-donald-trump-mischaracterizes-divers/,Donald Trump," December 15, "," December 20, 2017",pants-fire
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,https://www.politifact.com/factchecks/2017/dec/20/usa-front/pants-fire-fabricated-claim-about-muslim-immigrant/,USA In Front," December 11, "," December 20, 2017",pants-fire
"""Breaking: Muslim New Jersey Mayor just banned the word ‘Christmas.’""",https://www.politifact.com/factchecks/2017/dec/20/thelastlineofdefenseorg/no-new-jersey-mayor-elect-didnt-ban-word-christmas/,TheLastLineOfDefense.org," December 16, "," December 20, 2017",pants-fire
"""Alabama state police arrest 3 poll workers in Birmingham.""",https://www.politifact.com/factchecks/2017/dec/19/american-revolution/no-alabama-poll-workers-were-not-arrested-us-senat/,American Revolution," December 15, "," December 19, 2017",pants-fire
"""Law passed: All child support in the United States will end by beginning of 2018.""",https://www.politifact.com/factchecks/2017/dec/19/tmzbreaking/no-trump-and-congress-didnt-pass-bill-ending-child/,tmzbreaking," September 20,"," December 19, 2017",pants-fire
"""Now it’s official: FDA announced that vaccines are causing autism.""",https://www.politifact.com/factchecks/2017/dec/19/truthcommandcom/no-fda-didnt-hide-information-linking-vaccine-auti/,truthcommand.com," November 21, "," December 19, 2017",pants-fire
"Says Marco Rubio tweeted a verse from the New Testament to shame ""his own constituents for flocking to Trump rally.""",https://www.politifact.com/factchecks/2017/dec/18/verified-politics/no-proof-rubios-religious-tweet-was-related-trump-/,Verified Politics," December 9, 2"," December 18, 2017",FALSE
"Says Sen. Mitch McConnell's delay in seating Alabama Sen.-elect Doug Jones ""is a flagrant violation of Senate policy, which requires Jones assume office the instant one of them wins the election.""",https://www.politifact.com/factchecks/2017/dec/18/verified-politics/seating-doug-jones-does-delay-break-senate-rules/,Verified Politics," December 13, "," December 18, 2017",FALSE
"""Update: Chuck Schumer’s steamy affair with a high school cheerleader confirmed.""",https://www.politifact.com/factchecks/2017/dec/18/usa-front/fake-news-says-chuck-schumer-had-affair-teenage-ch/,USA In Front," December 10, "," December 18, 2017",pants-fire
"The 1986 tax reform approved under Ronald Reagan ""was polling at about 18 percent right before they passed it.""",https://www.politifact.com/factchecks/2017/dec/18/paul-ryan/paul-ryan-claims-1986-tax-reform-current-one-had-l/,Paul Ryan," December 13, "," December 18, 2017",half-true
"""UPDATE: ‘Thousands’ voted for Doug Jones in Alabama town with population of 2,256""",https://www.politifact.com/factchecks/2017/dec/15/blog-posting/fake-news-spreads-about-doug-jones-and-votes-ficti/,Bloggers," December 13, "," December 15, 2017",pants-fire
"Missouri is one of ""13 states this year have seen unemployment drop to the lowest levels in the history of their state.""",https://www.politifact.com/factchecks/2017/dec/15/donald-trump/trump-misses-mark-missouri-unemployment-rate/,Donald Trump," November 29, "," December 15, 2017",FALSE
"""Officials at Hyperloop One have referred to the route as one of the best they've ever seen.""",https://www.politifact.com/factchecks/2017/dec/15/patrick-mckenna/missouri-has-competitive-hyperloop-route-maybe-not/,Patrick McKenna," October 19, 2"," December 15, 2017",half-true
"Missouri ""is leading the country when it comes to improving services for mental and behavioral health. Innovation is happening right here.""",https://www.politifact.com/factchecks/2017/dec/15/roy-blunt/sen-roy-blunt-mostly-right-about-health-care-progr/,Roy Blunt," October 13, 2"," December 15, 2017",mostly-true
"Says the Obama administration purged ""training courses and information about Islamism, jihad, Sharia, and the Muslim Brotherhood.""",https://www.politifact.com/factchecks/2017/dec/15/scott-perry/gop-lawmaker-claims-fbi-purged-training-documents-/,Scott Perry," November 30, "," December 15, 2017",half-true
"The House tax plan ""would provide permanent tax cuts for individuals who are multi-millionaires and billionaires,"" but ""all middle-class families will eventually face a tax increase, since tax relief for them expires.""",https://www.politifact.com/factchecks/2017/dec/15/gwen-moore/house-tax-plan-permanent-tax-cuts-rich-eventually-/,Gwen Moore," November 29, "," December 15, 2017",half-true
"""This new gas tax does not increase (road) capacity anywhere in the state. It will build no new lanes of freeways. If Californians didn’t like their traffic before, they’re going to like it even less when they’re stuck in the exact same traffic and paying more for their gas.""",https://www.politifact.com/factchecks/2017/dec/15/travis-allen/travis-allen-claims-californias-gas-tax-increase-w/,Travis Allen," June 15, 2017"," December 14, 2017",barely-true
"Says there won't be a recount in Alabama because a Democratic judge said ""we're going to erase all the computer files ... on Wednesday morning.""",https://www.politifact.com/factchecks/2017/dec/14/alex-jones/infowars-jones-wrong-about-alabama-recount/,Alex Jones," December 13, "," December 14, 2017",pants-fire
"""New Jersey police chief says black people ‘have no value’ and should all be executed.""",https://www.politifact.com/factchecks/2017/dec/14/truth-examiner/new-jersey-police-chief-said-black-people-have-no-/,Truth Examiner," November 2, 2"," December 14, 2017",mostly-true
"The House tax bill has ""a lot more permanent relief for middle-income and even lower-income families"" than the Senate bill does.",https://www.politifact.com/factchecks/2017/dec/14/carlos-curbelo/does-house-tax-bill-make-more-changes-permanent-se/,Carlos Curbelo," December 10, "," December 14, 2017",mostly-true
"""Morgue employee cremated by mistake while taking a nap.""",https://www.politifact.com/factchecks/2017/dec/14/worldnewsdailyreportcom/its-fake-news-texas-morgue-employee-cremated-while/,worldnewsdailyreport.com," March 3, 2017"," December 14, 2017",pants-fire
"Says Donald Trump ""has not apologized"" for comments caught on tape by ""Access Hollywood.""",https://www.politifact.com/factchecks/2017/dec/14/bernie-sanders/bernie-sanders-wrongly-says-donald-trump-never-apo/,Bernie Sanders," December 10, "," December 14, 2017",FALSE
"""The candidates controlled by Madigan, all of them have said, ‘The answer to our problems is a massive income tax hike.’ """,https://www.politifact.com/factchecks/2017/dec/14/bruce-rauner/rauner-distorts-dems-message-illinois-income-tax/,Bruce Rauner," December 4, 2"," December 14, 2017",barely-true
"""In Missouri, there are still (FEMA) cases pending from floods that occurred in 2013.""",https://www.politifact.com/factchecks/2017/dec/14/vicky-hartzler/open-fema-case-remains-hartzler-exaggerates-amount/,Vicky Hartzler," October 30, 2"," December 13, 2017",mostly-true
"""Update: van full of illegals caught voting at multiple Alabama polling locations.""",https://www.politifact.com/factchecks/2017/dec/13/nofakenews-online/no-undocumented-immigrants-were-not-caught-voting-/,nofakenews-online," December 12, "," December 13, 2017",pants-fire
"""Under Trump’s new tax plan … 99.8% of Americans"" get ""not one nickel"" in tax cuts.",https://www.politifact.com/factchecks/2017/dec/13/kelda-helen-roys/claim-998-americans-wouldnt-get-tax-cut-under-gop-/,Kelda Helen Roys," December 1, 2"," December 13, 2017",pants-fire
"""Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.""",https://www.politifact.com/factchecks/2017/dec/12/nancy-pelosi/have-wages-failed-go-donald-trumps-watch/,Nancy Pelosi," December 8, 2"," December 12, 2017",barely-true
"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",https://www.politifact.com/factchecks/2017/dec/12/houstonchronicle-tvcom/no-trump-hasnt-fired-justice-departments-rod-rosen/,HoustonChronicle-tv.com," December 8, 2"," December 12, 2017",pants-fire
"A Colgate toothpaste is subject to ""recall.""",https://www.politifact.com/factchecks/2017/dec/12/shared/story-misleads-about-fd-triclosan-and-toothpaste/,Shared This," November 28, "," December 12, 2017",FALSE
"""Facebook picks sides in Alabama Senate race ... shuts down Gateway Pundit and Breitbart reports on discredited Allred accuser""",https://www.politifact.com/factchecks/2017/dec/11/gateway-pundit/facebook-did-not-remove-gateway-pundit-report-afte/,The Gateway Pundit," December 8, 2"," December 11, 2017",FALSE
"Says ""Obama’s deadliest cover-up (in an explosion that killed 29 miners) has been uncovered"" by internal government documents.",https://www.politifact.com/factchecks/2017/dec/11/don-blankenship/convicted-w-va-mining-ceo-falsely-says-government-/,Don Blankenship," December 3, 2"," December 11, 2017",pants-fire
"""Black homeownership just hit the highest level it has ever been in the history of our country.""",https://www.politifact.com/factchecks/2017/dec/11/donald-trump/donald-trump-wrong-black-homeownership-rate-record/,Donald Trump," December 8, 2"," December 11, 2017",FALSE
"""Roy Moore’s accuser arrested and charged with falsification.""",https://www.politifact.com/factchecks/2017/dec/11/blog-posting/fake-news-no-roy-moore-accuser-was-not-arrested-ly/,Bloggers," December 8, 2"," December 11, 2017",pants-fire
"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct.""",https://www.politifact.com/factchecks/2017/dec/11/evening-world/fake-news-about-washington-post-and-roy-moore-accu/,Evening World," November 13, "," December 11, 2017",pants-fire
"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.",https://www.politifact.com/factchecks/2017/dec/11/chain-email/chain-email-putin-says-minorities-should-adopt-rus/,Chain email," December 5, 2"," December 11, 2017",pants-fire
"""I released way more (tax) information than Bruce Rauner has.""",https://www.politifact.com/factchecks/2017/dec/11/jb-pritzker/no-jb-pritzker-did-not-release-more-tax-informatio/,JB Pritzker," December 6, 2"," December 11, 2017",FALSE
"""The FBI has become America's secret police …  like the old KGB.""",https://www.politifact.com/factchecks/2017/dec/08/gregg-jarrett/has-fbi-become-americas-secret-police/,Gregg Jarrett," December 6, 2"," December 8, 2017",pants-fire
"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes.""",https://www.politifact.com/factchecks/2017/dec/08/ryan-sitton/ryan-sitton-errantly-says-12-million-people-left-w/,Ryan Sitton," November 7, 2"," December 8, 2017",FALSE
"""Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore’s Yearbook 'Signature.' """,https://www.politifact.com/factchecks/2017/dec/08/blog-posting/no-roy-moore-accuser-didnt-tamper-or-forge-yearboo/,Bloggers," December 8, 2"," December 8, 2017",pants-fire
"""In the current law, if you report harassment, you're the one that has to go into 20 hours of counseling before you can decide whether you were really harassed.""",https://www.politifact.com/factchecks/2017/dec/08/roy-blunt/blunt-partially-accurate-senate-sexual-harassment-/,Roy Blunt," November 19, "," December 8, 2017",half-true
